buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
978,ÉDIFICE ALBERT DUMOUCHEL,"10300 Rue  Lajeunesse , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Maison de la culture,AHUNTSIC / CARTIERVILLE,1948.0,6349.39,2091.9,5681.48,2.0,1.0,0.0,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:RUE  LAJEUNESSE
979,INSECTARIUM,"4581 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre scientifique,ROSEMONT / PETITE-PATRIE,2021.0,5143.96,1834.38,4947.3,2.0,1.0,1.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
981,PAVILLON DU JARDIN JAPONAIS (JAR. BOT.),"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Lieu d'exposition,ROSEMONT / PETITE-PATRIE,1990.0,952.7,,952.7,1.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
986,BIBLIO SERGE-BOUCHARD ET M.C. PAT,"14001 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Maison de la culture,R-D-P / P-A-T,1998.0,3416.14,1711.14,3076.73,2.0,,0.0,,0.5,0.5,B:R-D-P / P-A-T|S:RUE  NOTRE-DAME E
987,ÉDIFICE DU 6000 NOTRE-DAME OUEST,"6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,SUD-OUEST,1969.0,5635.07,4180.36,5415.11,2.0,0.0,0.0,,0.5,0.5,B:SUD-OUEST|S:RUE  NOTRE-DAME O
990,JEU D'EAU DU PARC DES HIRONDELLES,"Avenue  Larose , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,AHUNTSIC / CARTIERVILLE,,21.0,0.0,21.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
996,PLANÉTARIUM,"4801 Avenue  Pierre-De Coubertin , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre scientifique,MERCIER/HOCHELAGA/ MAISONNEUVE,2012.0,10353.58,5204.43,10005.3,3.0,,2.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:AVENUE  PIERRE-DE CO
997,STATION ÉLEC. ANNEXE SERRE COMPLEXE A,"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Serre de service et production,ROSEMONT / PETITE-PATRIE,1984.0,21.23,0.0,21.23,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
998,"CAVEAU À PLANTE, JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Serre de service et production,ROSEMONT / PETITE-PATRIE,1937.0,116.13,0.0,116.13,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
1033,CENTRE CULTUREL DE NOTRE-DAME-DE-GRÂCE,"6400 Avenue de Monkland , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,COTE-DES-NEIGES / N-D-DE-GRACE,2015.0,5881.25,2490.72,5635.23,3.0,0.0,2.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE MONKLAND
1034,REMISE DU JARDIN COMM. CENTRE-SUD,"Rue  La Fontaine , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,9.0,9.0,9.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1035,REMISE DU JARDIN COMM.DES 50 CITOYENS,"Rue  Plessis , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,9.0,9.0,9.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1036,REMISE DU JARDIN COMM. HAB. JEANNE-MANCE,"Boulevard de Maisonneuve , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,10.0,10.0,10.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1037,REMISE DU JARDIN COMM. STE-CATHERINE,"1690 Rue  Amherst , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,10.0,0.0,10.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  AMHERST
1038,REMISE DU JARDIN COMM. VERSAILLES,"Rue  Lucien-L'Allier , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,2011.0,9.0,9.0,9.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1039,REMISE #1 JARDIN COMMUNAUTAIRE ST-EUSÈBE,"Rue  Larivière , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,6.0,6.0,6.0,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1041,REMISE DU JARDIN COMM. GEORGES-VANIER,"Rue  Saint-Jacques , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,13.44,13.44,13.44,1.0,0.0,,,0.5,0.5,B:VILLE-MARIE
1043,MAISON DU CITOYEN ET BUR. D'ARROND.,"12090 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,R-D-P / P-A-T,,4250.19,1157.47,3956.1,3.0,,,,0.5,0.5,B:R-D-P / P-A-T|S:RUE  NOTRE-DAME E
1044,STATION DE POMPAGE PAUL,"Rue  Louis-Roch (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),L'ÎLE-BIZARD / STE-GENEVIÈVE,,16.0,16.0,16.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
1045,STATION DE POMPAGE DUTOUR,"Chemin  Dutour (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),L'ÎLE-BIZARD / STE-GENEVIÈVE,,1.0,0.0,1.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
1046,STATION DE POMPAGE DES VINAIGRIERS,"Chemin  Dutour (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),L'ÎLE-BIZARD / STE-GENEVIÈVE,,1.0,0.0,1.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
1047,ÉCO-QUARTIER - BOUTIQUE SALABERRY,"5090 Rue  De Salaberry , Montréal",LOCATAIRE,Bâtiment,Commercial,Local commercial,AHUNTSIC / CARTIERVILLE,,122.0,122.0,122.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:RUE  DE SALABERRY
1048,ÉCO-QUARTIER - BOUTIQUE FLEURY EST,"2331 Rue  Fleury E, Montréal",LOCATAIRE,Bâtiment,Commercial,Local commercial,AHUNTSIC / CARTIERVILLE,,120.0,120.0,120.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:RUE  FLEURY E
1049,CABANON PATAUG. DU PARC EUGÈNE-D'OSTIE,"Montée de l' Église (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Entrepôt non-chauffé,L'ÎLE-BIZARD / STE-GENEVIÈVE,,6.63,0.0,6.63,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
1051,SIMULATEUR D'EMBRASEMENT (HOTTE),"6700 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Installation externe,Protection et sécurité,Centre de formation-pompiers,MERCIER/HOCHELAGA/ MAISONNEUVE,,20.0,20.0,20.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  NOTRE-DAME E
1053,ABRI OUVERT DU PARC ROLAND-MOREAU,"850 Rue  Maheu (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,SAINT-LAURENT,,30.0,30.0,30.0,,,,,0.5,0.5,B:SAINT-LAURENT|S:RUE  MAHEU (SLR)
1054,CHALET DU PARC PHILIPPE-LAHEURTE,"13500 Boulevard  Cavendish (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,SAINT-LAURENT,,20.0,20.0,20.0,,,,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  CAVENDISH
1055,ABRI OUVERT DU PARC PHILIPPE-LAHEURTE,"13500 Boulevard  Cavendish (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,SAINT-LAURENT,,184.0,184.0,184.0,,,,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  CAVENDISH
1056,ÉDIFICE 204-206 RUE YOUNG,"206 Rue  Young , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Industriel,Espace à bureaux,SUD-OUEST,,1944.21,1733.76,1832.7,2.0,1.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  YOUNG
1058,LA SOLITUDE,"21253 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,1961.0,2190.0,730.0,2190.0,3.0,0.0,1.0,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
1059,TOUR D'AIGUILLAGE WELLINGTON,"1230 Rue  Smith , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Culturel,Gestion immobilière,SUD-OUEST,1931.0,552.75,0.0,552.75,3.0,,,,0.5,0.5,B:SUD-OUEST|S:RUE  SMITH
1061,ÉDIFICE 6150 ROYALMOUNT,"6150 Avenue  Royalmount , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,COTE-DES-NEIGES / N-D-DE-GRACE,1985.0,4375.99,2188.01,4231.43,2.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  ROYALMOUNT
1062,CENTRE COMMUNAUTAIRE ANJOU,"7800 Boulevard  Métropolitain (ANJ) E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Espace sports/loisirs,ANJOU,1989.0,2788.1,1394.05,2788.1,2.0,,,,0.5,0.5,B:ANJOU
1063,"VITRINE HABITÉE ""B"" QUARTIER SPECTACLES","1425 Rue  Jeanne-Mance , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Restaurant,VILLE-MARIE,2009.0,334.0,334.0,278.9,1.0,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  JEANNE-MANCE
1064,"VITRINE HABITÉE ""A"" QUARTIER SPECTACLES","1485 Rue  Jeanne-Mance , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Restaurant,VILLE-MARIE,2009.0,339.01,339.01,296.9,1.0,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  JEANNE-MANCE
1066,SALLE DE RÉGIE TECHNIQUE,"307 Rue  Sainte-Catherine O, Montréal",LOCATAIRE,Bâtiment,Culturel,Espace à bureaux,VILLE-MARIE,,33.4,0.0,33.4,1.0,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINTE-CATHERIN
1067,CHALET DU PARC DU VAISSEAU D'OR,"7249 Rue de Marseille , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,2013.0,17.8,17.8,17.8,1.0,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE DE MARSEILLE
1069,REMISE #2 JARDIN COMMUNAUTAIRE ST-EUSÈBE,"Rue  Larivière , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,VILLE-MARIE,,6.0,1.0,6.0,1.0,,,,0.5,0.5,B:VILLE-MARIE
1070,CHAMBRE A VANNES PARC BOURGEAULT,"Avenue  Cartier (PCL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chambre à vannes (aqueduc),POINTE-CLAIRE,1990.0,24.71,24.71,24.71,1.0,,,,0.5,0.5,B:POINTE-CLAIRE
1071,RÉSERVOIR FORT ROLLAND,"Rue du Fort-Rolland (LCH) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Réservoir d'eau,LACHINE,,1.0,1.0,1.0,,,,,0.5,0.5,B:LACHINE
1073,POSTE RECIRCULATION POUR CHÂTEAU D'EAU,"180 Avenue  Duke-of-Kent (PCL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Réservoir d'eau,POINTE-CLAIRE,,176.63,176.63,176.63,,,,,0.5,0.5,B:POINTE-CLAIRE|S:AVENUE  DUKE-OF-KENT
1074,CENTRE MULTIDISCIPLINAIRE ET COMM. (TAZ),"8931 Avenue  Papineau , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,VILLERAY/ST-MICHEL/PARC-EXTENS,2009.0,7999.23,1.0,7760.99,2.0,0.0,0.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:AVENUE  PAPINEAU
1075,JEU D'EAU DU PARC LAFOND,"3500 Avenue  Laurier , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ROSEMONT / PETITE-PATRIE,2010.0,78.5,78.5,78.5,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:AVENUE  LAURIER
1076,LA MAISON FÉLIX-PÉPIN,"7110 Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Chalet,R-D-P / P-A-T,1865.0,450.0,0.0,450.0,2.0,1.0,,,0.5,0.5,B:R-D-P / P-A-T|S:BOULEVARD  GOUIN E
1078,PISCINE INTÉRIEURE ANNIE-PELLETIER,"8850 Avenue  Dubuisson , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,MERCIER/HOCHELAGA/ MAISONNEUVE,2013.0,4800.89,1963.02,3716.3,3.0,1.0,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:AVENUE  DUBUISSON
1079,CHALET PARC CARLOS D'ALCANTARA,"5349 Rue  De Contrecoeur , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,2013.0,72.22,72.22,59.41,1.0,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  DE CONTRECOEUR
1082,STAT.MÉC.+PATIN.PARC DE LA CONFÉDÉRATION,"6262 Avenue  Fielding , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station méc. patinoire ext.,COTE-DES-NEIGES / N-D-DE-GRACE,2013.0,8.8,8.8,8.8,1.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  FIELDING
1091,JEUX D'EAU DU PARC PHILIPPE-LAHEURTE,"13500 Boulevard  Cavendish (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LAURENT,2012.0,468.5,1.0,468.5,,,,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  CAVENDISH
1093,CHALET PATIN. PARC DE LA CONFÉDÉRATION,"6262 Avenue  Fielding , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,2013.0,160.17,160.17,141.08,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  FIELDING
1094,ÉDIFICE DU 3558 ST-PATRICK,"3558 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,SUD-OUEST,1915.0,345.0,1.0,345.0,2.0,1.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  SAINT-PATRICK
1096,RESERVOIR DE LA MONTAGNE,"1216 Voie  Camillien-Houde , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Réservoir d'eau,VILLE-MARIE,1978.0,385.0,1.0,385.0,,,,,0.5,0.5,B:VILLE-MARIE|S:VOIE  CAMILLIEN-HOUD
1097,JEU D'EAU PARC CARLOS D'ALCANTARA,"Rue  De Contrecoeur , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,MERCIER/HOCHELAGA/ MAISONNEUVE,2013.0,318.0,318.0,318.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
1098,STATION DE POMPAGE DE LA FERME,"183 Chemin du Cap-Saint-Jacques (PFD) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),PIERREFONDS/ROXBORO,2011.0,54.0,54.0,54.0,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:CHEMIN DU CAP-SAINT-
1099,CHAMBRE DE COMPTEUR D'EAU LACHINE,"99 Boulevard  Saint-Joseph (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chambre de compteur,LACHINE,1979.0,4.5,4.5,4.5,1.0,,,,0.5,0.5,B:LACHINE|S:BOULEVARD  SAINT-JOS
1102,CENTRE COMMUNAUTAIRE ABE LIMONCHIK,"6600 Avenue  Victoria , Montréal",COPROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,2015.0,7139.13,0.0,6851.36,8.0,1.0,3.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  VICTORIA
1105,JEU D'EAU PARC DES ÉPINETTES,"Rue des Épinettes , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,R-D-P / P-A-T,,48.0,48.0,48.0,,,,,0.5,0.5,B:R-D-P / P-A-T
1106,ÉDIFICE JACINTHE-FYFE,"10351 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Espace à bureaux,MONTRÉAL-EST,,7042.06,1.0,7042.06,3.0,,,,0.5,0.5,B:MONTRÉAL-EST|S:RUE  SHERBROOKE E
1107,TABATIÈRE L'ASSOMPTION,"801   Rang du Bas de l'Assomption N , Assomption",PROPRIÉTAIRE,Bâtiment,Industriel,Pépinière,Hors de Montréal,,653.66,2.0,587.23,2.0,,,,0.5,0.5,B:HORS DE MONTRÉAL|S:RANG DU BAS DE L'ASS
1110,FILTRATION PATAUGEOIRE PARC MÉNARD,"Place  Ménard (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,4.0,4.0,4.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1111,FILTRATION PATAUG. PARC ST-LAURENT (MTN),"Avenue  Salk (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,5.0,5.0,5.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1112,PAVILLON HORTICULTURE-COURS DE SERVICE,"14150 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,PIERREFONDS/ROXBORO,,107.0,0.0,107.0,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
1113,FILTRATION PATAUGEOIRE PARC SABREVOIS,"Avenue des Récollets (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,6.0,6.0,6.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1114,FILTRATION PATAUGEOIRE PARC SAUVÉ,"Avenue  Éthier (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,14.0,14.0,14.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1115,FILTRATION PATAUG.PARC HENRI-BOURASSA,"Rue  Pascal (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Station de chloration,MONTRÉAL-NORD,,30.0,0.0,30.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1116,FILTRATION PATAUG. PARC CHARLEROI,"Avenue  Alfred (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,27.0,27.0,27.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1117,TOILETTE PUBLIQUE PARC LE CARIGNAN,"Avenue  P.-M.-Favier (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Station de chloration,MONTRÉAL-NORD,,66.0,0.0,66.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1118,FILTRATION PATAUG.PARC OSCAR,"Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station de chloration,MONTRÉAL-NORD,,17.0,17.0,17.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1119,TOILETTE PUBLIQUE PARC EUSÈBE-MÉNARD,"Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Entrepôt non-chauffé,MONTRÉAL-NORD,,15.0,0.0,15.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1123,TOILETTE PUBLIQUE DU PARC GOUIN,"Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Entrepôt non-chauffé,MONTRÉAL-NORD,,7.0,0.0,7.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1128,STATION POMPAGE TUNNEL H-BOURASSA,"6995 Boulevard  Henri-Bourassa , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),MONTRÉAL-NORD,,59.0,59.0,59.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD|S:BOULEVARD  HENRI-BOU
1130,POSTE D'ESSENCE COUR SERV.MTL-NORD,"Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Pompe d'essence,MONTRÉAL-NORD,,20.0,20.0,20.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
1131,EX.CHAUFFERIE BUR.ARROND. DE LASALLE,"Avenue  Dupras (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chaufferie,LASALLE,1930.0,199.74,0.0,199.74,,,,,0.5,0.5,B:LASALLE
1133,77 BERNARD,"77 Rue  Bernard E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,PLATEAU MONT-ROYAL,,918.0,0.0,918.0,1.0,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  BERNARD E
1141,ABRIS MATÉRIAUX EN VRAC,"1455 Rue  Bercy , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri ouvert,VILLE-MARIE,2016.0,250.0,250.0,250.0,1.0,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  BERCY
1142,ENTREPÔT NON-CHAUFFÉ,"1455 Rue  Bercy , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,VILLE-MARIE,2016.0,210.0,210.0,210.0,1.0,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  BERCY
1143,ABRIS À SEL ET MATÉRIAUX EN VRAC,"1455 Rue  Bercy , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri ouvert,VILLE-MARIE,2016.0,207.0,207.0,207.0,1.0,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  BERCY
1144,KIOSQUES EXTÉRIEURS MARCHÉ JEAN-TALON,"7075 Avenue  Casgrain , Montréal",PROPRIÉTAIRE,Installation externe,Commercial,Abri ouvert,ROSEMONT / PETITE-PATRIE,1932.0,5286.07,5286.07,5286.07,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:AVENUE  CASGRAIN
1146,GUÉRITE ENTRÉE ST-PATRICK-ANGRIGNON,"6700 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,LASALLE,1998.0,9.91,9.91,8.0,1.0,,,,0.5,0.5,B:LASALLE|S:RUE  SAINT-PATRICK
1147,GUÉRITE ENTRÉE ANGRIGNON - ANGRIGNON,"2505 Boulevard  Angrignon , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,LASALLE,1998.0,9.91,9.91,8.0,1.0,,,,0.5,0.5,B:LASALLE|S:BOULEVARD  ANGRIGNON
1148,VITRINES D'ÉVENEMENTS (11),"Avenue du Président-Kennedy , Montréal",PROPRIÉTAIRE,Installation externe,Culturel,Abri ouvert,VILLE-MARIE,2010.0,1.0,0.0,1.0,,,,,0.5,0.5,B:VILLE-MARIE
1149,ARMOIRES ÉLECTRIQUES PARC FAUBOURG,"99999 Rue  Dorion , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,VILLE-MARIE,2003.0,3.0,3.0,3.0,,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  DORION
1150,PUITS D'ACCÈS # 1,", Montréal",PROPRIÉTAIRE,Installation externe,Culturel,Sous-station électrique,VILLE-MARIE,2009.0,1.0,1.0,1.0,,,,,0.5,0.5,B:VILLE-MARIE
1151,PUITS D'ACCÈS # 2,", Montréal",PROPRIÉTAIRE,Installation externe,Culturel,Sous-station électrique,VILLE-MARIE,2009.0,1.0,1.0,1.0,,,,,0.5,0.5,B:VILLE-MARIE
1152,PUITS D'ACCÈS #3,", Montréal",PROPRIÉTAIRE,Installation externe,Culturel,Sous-station électrique,VILLE-MARIE,2009.0,1.0,1.0,1.0,,,,,0.5,0.5,B:VILLE-MARIE
1153,CONTENEUR AQUEDUC ET ÉGOUTS,"Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,MONTRÉAL-NORD,,32.0,32.0,32.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1154,CABANON JAR.COMM.PARC TARDIF,"Rue  Tardif (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,MONTRÉAL-NORD,2013.0,11.0,11.0,11.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1155,CABANON JARD.COMM.PARC OSCAR,"Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,MONTRÉAL-NORD,2013.0,8.0,8.0,8.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1156,2 CONTENEURS ENTREPÔT R.D.D.,"Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,MONTRÉAL-NORD,,24.0,24.0,24.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1157,15 CONTENEURS ENTREPÔTS ÉVICTIONS,"Rue  Forest (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,MONTRÉAL-NORD,,225.0,225.0,225.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
1158,CONTENEUR ENTREPÔT PARC,"Rue  Forest (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,MONTRÉAL-NORD,,16.0,16.0,16.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
