buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,priority_score,priority_level,score_age_risk,score_size_impact,score_energy_risk,score_climate_risk,score_social_vulnerability,score_floor_count_norm,score_has_basement,estimated_ges_reduction,building_age,age_category
2477,"POMPE D'ESSENCE, ILE SAINTE-HÉLÈNE",", Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Pompe d'essence,VILLE-MARIE,1995.0,1.0,,1.0,,,,,0.5,0.5,20.770382530248355,Low,0.3,0.5,0.21672388864799896,0.5,0.5,0.1,0,0.0016254291648599923,29.0,20-40 ans
2479,GUERITE COUR DE VOIRIE STE-CATHERINE,"2900 Rue  Sainte-Catherine E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,MERCIER/HOCHELAGA/ MAISONNEUVE,,8.0,,8.0,1.0,,,,0.5,0.5,37.93599473812614,Low,0.7,0.5,0.3647601045599719,0.5,0.5,0.1,0,0.05106641463839606,,
2480,GUERITE USINE ATWATER (RUE JOSEPH),"3161 Rue  Joseph , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,SUD-OUEST,1991.0,17.5,,17.5,1.0,,,,0.5,0.5,48.14456751089497,Medium,0.6,0.5,0.35279882201679225,0.5,0.7,0.1,0,0.09260969077940795,33.0,20-40 ans
2483,CENTRE OPÉRATIONNEL DU CESM,"2235 Rue  Michel-Jurdant , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,VILLERAY/ST-MICHEL/PARC-EXTENS,2001.0,3456.18,,3309.6,2.0,,,,0.5,0.5,38.827303450709564,Low,0.3,0.5,0.3724467496631201,0.5,0.5,0.2,0,9.654322554380117,23.0,20-40 ans
2484,BÂTIMENT DE LAVAGE DU CESM,"2235 Rue  Michel-Jurdant , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Lave-véhicule,VILLERAY/ST-MICHEL/PARC-EXTENS,2001.0,354.45,,323.6,1.0,,,,0.5,0.5,34.054075482368816,Low,0.3,0.5,0.33128243827351067,0.5,0.5,0.1,0,0.8806729518453439,23.0,20-40 ans
2485,STATION DE POMPAGE NORD,"2235 Rue  Michel-Jurdant , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),VILLERAY/ST-MICHEL/PARC-EXTENS,2005.0,154.6,0.0,129.6,1.0,1.0,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,1,0.0,19.0,< 20 ans
2488,ABRI À SEL / ABRASIFS COUR RDP,"9255 Boulevard  Henri-Bourassa E, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri à abrasif,R-D-P / P-A-T,2007.0,306.25,0.0,306.25,,,,,0.5,0.5,38.15707108469542,Low,0.3,0.5,0.3666666666666667,0.5,0.5,0.1,0,0.0,17.0,< 20 ans
2490,GUÉRITE USINE ATWATER (RUE DUPUIS),"3161 Rue  Joseph , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,SUD-OUEST,2008.0,55.93,55.93,45.94,1.0,,,,0.5,0.5,35.79294330687587,Low,0.3,0.29255686396859126,0.2981392159921478,0.5,0.7,0.1,0,0.1250619476283062,16.0,< 20 ans
2491,PAVILLON STADE GARY-CARTER,"10655 Rue  Lajeunesse , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Espace sports/loisirs,AHUNTSIC / CARTIERVILLE,2010.0,47.9,40.1,40.1,,,,,0.5,0.5,22.530285362674462,Low,0.3,0.2689736369793449,0.28965787899311496,0.5,0.5,0.1,0,0.08711460710717932,14.0,< 20 ans
2492,ÉDIFICE DU 4000 SAINT-PATRICK,"4000 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Industriel,Entrepôt chauffé,SUD-OUEST,,6000.0,1.0,6000.0,,,,,0.5,0.5,34.786647514858814,Low,0.7,0.050171665943996864,0.35005722198133227,0.5,0.7,0.1,0,0.006126001384673315,,
2493,PAVILLON DE SOCCER,"200 Rue  Jarry O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1997.0,206.74,206.74,191.3,1.0,0.0,,,0.5,0.5,29.629705453834077,Low,0.3,0.38625335454746823,0.3215633386368671,0.5,0.5,0.1,0,0.49860003472339426,27.0,20-40 ans
2496,ENTREPÔT TERR. SOCCER DU PARC H.-JULIEN,"Rue  Saint-Denis , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,AHUNTSIC / CARTIERVILLE,1999.0,8.47,8.47,6.8,1.0,0.0,,,0.5,0.5,16.670035118911642,Low,0.3,0.1627249965005456,0.2656812491251364,0.5,0.5,0.1,0,0.016877401350674292,25.0,20-40 ans
2497,CASSE-CROUTE DU TERRAIN DE SOCCER,"Avenue  Christophe-Colomb , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Restaurant,AHUNTSIC / CARTIERVILLE,1976.0,85.0,,85.0,1.0,,,,0.5,0.5,39.77319326770598,Low,0.6,0.5,0.38060410213514867,0.5,0.5,0.1,0,0.48527023022231447,48.0,40-60 ans
2499,"ABRI OUVERT (8), PARC ÉTIENNE-DESMARTEAU","Rue de Bellechasse , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri ouvert,ROSEMONT / PETITE-PATRIE,1976.0,1.0,,1.0,0.0,,,,0.5,0.5,31.88112501897153,Low,0.6,0.5,0.31254291648599924,0.5,0.5,0.0,0,0.004688143747289989,48.0,40-60 ans
2500,"REMISE, JARDIN COMMUNAUTAIRE","Boulevard  Rosemont , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,ROSEMONT / PETITE-PATRIE,,13.63,,12.2,1.0,,,,0.5,0.5,38.955445546744215,Low,0.7,0.5,0.373551846921888,0.5,0.5,0.1,0,0.08910145428704332,,
2501,POSTE DE SURVEILLANCE MÉTÉOROLOGIQUE,"Boulevard  Rosemont , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,ROSEMONT / PETITE-PATRIE,,8.22,,7.1,1.0,,,,0.5,0.5,37.98666927671189,Low,0.7,0.5,0.3651971217105679,0.5,0.5,0.1,0,0.0525336059580652,,
2502,"ENTREPÔT, JARDIN NOURRICIER","Boulevard  Pie-IX , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1959.0,32.66,32.66,32.66,1.0,,,,0.5,0.5,36.486482068395574,Low,0.8,0.2545190186066342,0.4136297546516586,0.5,0.5,0.1,0,0.27018295573846335,65.0,60-100 ans
2503,"CABANON HORTICOLE, JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1991.0,55.0,,55.0,2.0,,,,0.5,0.5,38.87303839877691,Low,0.6,0.5,0.37284116779192505,0.5,0.5,0.2,0,0.30759396342833817,33.0,20-40 ans
2504,CABANON HORTICOLE ARBORETUM,"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,ROSEMONT / PETITE-PATRIE,2000.0,28.0,28.0,24.79,,,,,0.5,0.5,20.82299089688931,Low,0.3,0.243732999649826,0.28124433321660863,0.5,0.5,0.1,0,0.059061309975487815,24.0,20-40 ans
2509,CAB.HORTI-JARDIN DES PLANTES MÉDICINALES,"4101 Rue  Sherbrooke , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1990.0,22.76,,22.76,1.0,,,,0.5,0.5,37.074077888957504,Low,0.6,0.5,0.35732693484621486,0.5,0.5,0.1,0,0.12199141555649774,34.0,20-40 ans
2510,CABANON HORTICOLE - JARDIN DES JEUNES,"4101 Rue  Sherbrooke , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,2000.0,47.38,47.38,47.38,,,,,0.5,0.5,23.32871670197521,Low,0.3,0.28077764400431016,0.29359254800143675,0.5,0.5,0.1,0,0.10432811193231055,24.0,20-40 ans
2512,"CABANON HORTICOLE, ROSERAIE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1995.0,47.04,47.04,47.04,1.0,,,,0.5,0.5,23.484865176148745,Low,0.3,0.28026716645514477,0.2950667916137862,0.5,0.5,0.1,0,0.10409956408134377,29.0,20-40 ans
2514,GUÉRITES CHARLAND - FRANCON(2),"Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,VILLERAY/ST-MICHEL/PARC-EXTENS,2002.0,22.48,22.48,18.6,1.0,,,,0.5,0.5,20.480604236964226,Low,0.3,0.2284496820959295,0.2821124205239824,0.5,0.5,0.1,0,0.04756415410034343,22.0,20-40 ans
2515,ABRI FERMÉ PRÈS POMPE ESSENCE NO 10,"1330 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,ROSEMONT / PETITE-PATRIE,1995.0,6.7,,5.3,1.0,0.0,,,0.5,0.5,26.01310425570189,Low,0.3,0.5,0.2619371135488534,0.5,0.5,0.1,0,0.013162339955829884,29.0,20-40 ans
2522,ENTREPÔT DU COMPLEXE NOTRE-DAME,"6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,SUD-OUEST,1992.0,384.44,384.44,370.49,1.0,0.0,,,0.5,0.5,52.515808534836424,Medium,0.6,0.43099279710904465,0.4077481992772612,0.5,0.7,0.1,0,2.3513207659522544,32.0,20-40 ans
2525,ABRI JARDIN COMM. DU PARC MÉDÉRIC-MARTIN,"Avenue  Gascon , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,VILLE-MARIE,1990.0,16.0,,16.0,1.0,,,,0.5,0.5,36.37159287486902,Low,0.6,0.5,0.3512687050574281,0.5,0.5,0.1,0,0.08430448921378274,34.0,20-40 ans
2530,ENTREPOT DU GOLF MUNICIPAL,"4235 Rue  Viau , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,ROSEMONT / PETITE-PATRIE,1991.0,46.0,,46.0,1.0,,,,0.5,0.5,38.505410358387905,Low,0.6,0.5,0.3696707440806549,0.5,0.5,0.1,0,0.2550728134156519,33.0,20-40 ans
2532,ENTREPÔT R.D.D. ÉCO-CENTRE ACADIE,"1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,AHUNTSIC / CARTIERVILLE,1997.0,19.3,0.0,19.3,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,27.0,20-40 ans
2534,MARCHÉ MAISONNEUVE ( NOUVEAU ),"4445 Rue  Ontario E, Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,MERCIER/HOCHELAGA/ MAISONNEUVE,1996.0,1273.5,,1273.5,1.0,,,,0.5,0.5,36.73342676117244,Low,0.3,0.5,0.35438915999188697,0.5,0.5,0.1,0,3.38485946437251,28.0,20-40 ans
2535,CHALET DU PARC DE LA PROMENADE-BELLERIVE,"8300 Rue  Bellerive , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1997.0,173.95,173.95,153.5,1.0,0.0,,,0.5,0.5,28.908789092084973,Low,0.3,0.37381899113648753,0.3184547477841219,0.5,0.5,0.1,0,0.41546402532786,27.0,20-40 ans
2537,"ENTREPÔT EN TÔLE ""OUEST"",COUR SERV.N.D.","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,SUD-OUEST,1991.0,101.66,101.66,95.41,1.0,0.0,,,0.5,0.5,46.963902855139935,Medium,0.6,0.33523354332079064,0.38380838583019766,0.5,0.7,0.1,0,0.5852694075524684,33.0,20-40 ans
2538,"ENTREPÔT EN TÔLE ""EST"", COUR SERV. N.D.","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,SUD-OUEST,1991.0,101.66,101.66,95.41,1.0,0.0,,,0.5,0.5,46.963902855139935,Medium,0.6,0.33523354332079064,0.38380838583019766,0.5,0.7,0.1,0,0.5852694075524684,33.0,20-40 ans
2539,"SOUS-STATION ÉLECT., COMPLEXE NOTRE-DAME","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,SUD-OUEST,1969.0,1.0,,1.0,,,,,0.5,0.5,51.69184698790062,Medium,0.8,0.5,0.38339055531466565,0.5,0.7,0.1,0,0.007667811106293314,55.0,40-60 ans
2543,CHALET DU PARC CHAMPDORÉ,"2400 Rue  Champdoré , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1998.0,147.74,147.74,131.1,1.0,0.0,,,0.5,0.5,28.227684220169863,Low,0.3,0.36207129619191086,0.31551782404797774,0.5,0.5,0.1,0,0.3496095249363617,26.0,20-40 ans
2544,ABRI-OUVERT (4 SUPPORTS D'ÉPANDEUSES),"3569 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chevalet d'estivation,VILLERAY/ST-MICHEL/PARC-EXTENS,1990.0,120.0,,120.0,,,,,0.5,0.5,43.84394951219031,Medium,0.6,0.5,0.41571029835091394,0.5,0.5,0.1,0,0.7482785370316452,34.0,20-40 ans
2545,ABRI-OUVERT (2 SUPPORTS D'ÉPANDEUSES),"3569 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chevalet d'estivation,VILLERAY/ST-MICHEL/PARC-EXTENS,1990.0,60.0,,60.0,,,,,0.5,0.5,41.92774935329726,Medium,0.6,0.5,0.3991849908339315,0.5,0.5,0.1,0,0.3592664917505383,34.0,20-40 ans
2546,PAVILLON DES LOTUS DU JARDIN DE CHINE,"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Lieu d'exposition,ROSEMONT / PETITE-PATRIE,1991.0,429.8,,429.8,1.0,,,,0.5,0.5,43.15415219888129,Medium,0.6,0.5,0.409761487276081,0.5,0.5,0.1,0,2.641732308468894,33.0,20-40 ans
2547,PDQ NO 38 EST (OPER.),"1033 Rue  Rachel E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Poste de police,PLATEAU MONT-ROYAL,1990.0,3025.4,769.3,2880.6,3.0,1.0,,,0.5,0.5,49.6237154143943,Medium,0.6,0.4811099829768671,0.4702774957442168,0.5,0.5,0.30000000000000004,1,5.426767162140389,34.0,20-40 ans
2550,"CABANON HORTICOLE, JARDIN ALPIN","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1995.0,25.4,25.4,25.4,1.0,,,,0.5,0.5,20.97250515753197,Low,0.3,0.23693398781163852,0.2842334969529096,0.5,0.5,0.1,0,0.05414648116952928,29.0,20-40 ans
2552,GARAGE DE LA COUR DARLINGTON,"6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,2227.76,1654.09,2099.19,2.0,0.0,1.0,,0.5,0.5,38.33894355023912,Low,0.3,0.5364702691153636,0.3591175672788409,0.5,0.5,0.2,0,4.455095826451935,27.0,20-40 ans
2553,ENTREPÔT DE LA COUR DARLINGTON,"6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,197.27,197.27,179.92,1.0,0.0,,,0.5,0.5,29.433903776845696,Low,0.3,0.38287616776501543,0.3207190419412539,0.5,0.5,0.1,0,0.47451184052813367,27.0,20-40 ans
2554,ENTREPÔT SEL/SABLE DE LA COUR DARLINGTON,"6990 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri ouvert,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,467.29,533.28,445.6,1.0,0.0,,,0.5,0.5,33.593922134855504,Low,0.3,0.4546281528834359,0.33865703822085896,0.5,0.5,0.1,0,1.3544926900681473,27.0,20-40 ans
2555,"CHEVALET D'ESTIVATION, COUR DARLINGTON","6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,200.0,,200.0,,,,,0.5,0.5,33.66827976294033,Low,0.3,0.5,0.3279553365233605,0.5,0.5,0.1,0,0.4919330047850407,27.0,20-40 ans
2556,INFRA.ÉLEC.MINI-PARC ST-JEAN-DE-LA-LANDE,"5015 Avenue  9e , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,ROSEMONT / PETITE-PATRIE,,11.0,11.0,11.0,,,,,0.5,0.5,31.96354801094276,Low,0.7,0.17986354100793747,0.3932878470026458,0.5,0.5,0.1,0,0.07570791054800931,,
2558,TUNNEL : HDV  L.SAULNIER,"85 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Tunnel,VILLE-MARIE,,1.0,,1.0,,,,,0.5,0.5,36.23111475907447,Low,0.7,0.5,0.35005722198133227,0.5,0.5,0.1,0,0.006126001384673315,,
2559,CHALET DU PARC FÉLIX-LECLERC,"6700 Rue  François-Boivin , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1999.0,101.58,101.6,87.9,1.0,,,,0.5,0.5,26.66923838808374,Low,0.3,0.33519122679596625,0.3087978066989916,0.5,0.5,0.1,0,0.2353039287046316,25.0,20-40 ans
2561,ABRI  FERMÉ PRÈS POMPE ESSENCE DICKSON,"2220 Rue  Dickson , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,MERCIER/HOCHELAGA/ MAISONNEUVE,1996.0,5.3,5.3,5.3,1.0,,,,0.5,0.5,14.959600498758476,Low,0.3,0.13322342490893027,0.25830585622723257,0.5,0.5,0.1,0,0.010267657785032495,28.0,20-40 ans
2562,"PAVILLON D'ACCUEIL , ÉCO-CENTRE ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,AHUNTSIC / CARTIERVILLE,1997.0,53.17,53.17,43.6,1.0,0.0,,,0.5,0.5,23.988844818527568,Low,0.3,0.28895980593120046,0.29723995148280014,0.5,0.5,0.1,0,0.11853186165255365,27.0,20-40 ans
2563,ENTREPÔT RÉEMPLOI ÉCO-CENTRE  ACADIE,"1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,AHUNTSIC / CARTIERVILLE,1997.0,60.62,60.62,52.9,1.0,0.0,,,0.5,0.5,24.529611548768216,Low,0.3,0.2982869489968203,0.2995717372492051,0.5,0.5,0.1,0,0.13620029034035108,27.0,20-40 ans
2564,"PAVILLON D'ACCUEIL, ÉCO-CENTRE P.-PATRIE","1100 Rue des Carrières E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,ROSEMONT / PETITE-PATRIE,1995.0,53.17,,43.9,1.0,,,,0.5,0.5,30.106662187309837,Low,0.3,0.5,0.29723995148280014,0.5,0.5,0.1,0,0.11853186165255365,29.0,20-40 ans
2565,ENTREPÔTS RÉEMPLOI ÉCO-CENTRE P-PATRIE,"1100 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,ROSEMONT / PETITE-PATRIE,1995.0,73.35,74.3,73.34,1.0,0.0,,,0.5,0.5,25.37099698669634,Low,0.3,0.31279916270011676,0.3031997906750292,0.5,0.5,0.1,0,0.16895808335366003,29.0,20-40 ans
2566,"PAVILLON D'ACCUEIL, ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,VILLERAY/ST-MICHEL/PARC-EXTENS,1999.0,206.67,116.51,172.6,2.0,0.0,,,0.5,0.5,27.238651991140628,Low,0.3,0.34501247104458804,0.311253117761147,0.5,0.5,0.2,0,0.27198075562763424,25.0,20-40 ans
2567,ENTREPÔT RÉEMPLOI  ÉCO-CENTRE ST-MICHEL,"2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,VILLERAY/ST-MICHEL/PARC-EXTENS,1999.0,96.02,96.02,86.24,1.0,0.0,,,0.5,0.5,26.434562924405455,Low,0.3,0.3311435450483408,0.3077858862620852,0.5,0.5,0.1,0,0.22165200599164064,25.0,20-40 ans
2568,"PAVILLON D'ACCUEIL,ÉCO-CENTRE C-D-NEIGES","6925 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,COTE-DES-NEIGES / N-D-DE-GRACE,1999.0,53.17,53.17,43.6,1.0,0.0,,,0.5,0.5,23.988844818527568,Low,0.3,0.28895980593120046,0.29723995148280014,0.5,0.5,0.1,0,0.11853186165255365,25.0,20-40 ans
2569,ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE C-D-N,"6925 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,COTE-DES-NEIGES / N-D-DE-GRACE,1999.0,96.12,96.12,86.3,1.0,0.0,,,0.5,0.5,26.438886164906506,Low,0.3,0.33121811228853043,0.3078045280721326,0.5,0.5,0.1,0,0.22189628428720037,25.0,20-40 ans
2570,"PAVILLON D'ACCUEIL, ÉCO-CENTRE RDP","11400 Rue  Léopold-Christin , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,R-D-P / P-A-T,2003.0,60.88,,50.8,1.0,,,,0.5,0.5,30.385880447973648,Low,0.3,0.5,0.29964792937613877,0.5,0.5,0.1,0,0.13681924455314495,21.0,20-40 ans
2571,ENTREPÔT  RÉEMPLOI ÉCO-CENTRE RDP,"11400 Rue  Léopold-Christin , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,R-D-P / P-A-T,2003.0,92.4,,92.4,1.0,,,,0.5,0.5,31.2497322950981,Low,0.3,0.5,0.30709778650958724,0.5,0.5,0.1,0,0.21281876605114394,21.0,20-40 ans
2574,SOUS-STATION ÉLECTRIQUE DEVILLE/2E AVE,"Rue  Deville , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,VILLERAY/ST-MICHEL/PARC-EXTENS,,3.0,3.0,3.0,,,,,0.5,0.5,26.58474512351404,Low,0.7,0.10034333188799373,0.3667811106293312,0.5,0.5,0.1,0,0.019256008308039887,,
2575,PATAUGEOIRE DU PARC JOSEPH-PARÉ,"6525 Rue  41e , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,ROSEMONT / PETITE-PATRIE,1999.0,54.0,,54.0,,,,,0.5,0.5,30.04252310004196,Low,0.3,0.5,0.29668681608301356,0.5,0.5,0.1,0,0.12015816051362051,25.0,20-40 ans
2578,SCÈNE EXTÉRIEURE,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,,105.0,,105.0,,,,,0.5,0.5,47.338851220959555,Medium,0.7,0.5,0.4458503258480428,0.5,0.5,0.1,0,0.8192499737457786,,
2579,L'ABRI EST,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,1995.0,36.0,36.0,36.0,,,,,0.5,0.5,22.015763975396865,Low,0.3,0.26136695401116583,0.28712231800372195,0.5,0.5,0.1,0,0.07752302586100493,29.0,20-40 ans
2580,"CHEVALET D'ESTIVATION, COUR POINCARÉ","999 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,1970.0,88.0,88.0,88.0,,,,,0.5,0.5,45.638986528088225,Medium,0.8,0.3248983344408188,0.47496611148027296,0.5,0.5,0.1,0,0.8359403562052804,54.0,40-60 ans
2581,"CHEVALET D'ESTIVATION, COUR PORT-ROYAL","390 Rue de Port-Royal E, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,,29.0,29.0,29.0,,,,,0.5,0.5,36.44970503391214,Low,0.7,0.2461868757866104,0.41539562526220347,0.5,0.5,0.1,0,0.21081327982056822,,
2582,ENTREPÔT MOBILE NON CHAUFFÉ C. POINCARÉ,"999 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,AHUNTSIC / CARTIERVILLE,,40.0,40.0,40.0,,,,,0.5,0.5,37.97909067359157,Low,0.7,0.2687973094532892,0.42293243648442974,0.5,0.5,0.1,0,0.2960527055391008,,
2583,"CHEVALET D'ESTIVATION, COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,,36.0,36.0,36.0,,,,,0.5,0.5,37.476496204223,Low,0.7,0.26136695401116583,0.42045565133705526,0.5,0.5,0.1,0,0.2648870603423448,,
2598,BELVÉDÈRE MOUSSEAU,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,,25.0,0.0,25.0,,,,,0.5,0.5,53.617803313521506,Medium,0.7,0.5,0.5,0.5,0.5,0.1,0,0.0,,
2599,PAVILLON D'ACCUEIL - ÉCO-CENTRE LASALLE,"7272 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,LASALLE,2010.0,312.75,269.54,269.54,1.0,1.0,,,0.5,0.5,36.53593103708816,Low,0.3,0.40537191428170233,0.3263429785704256,0.5,0.6,0.1,1,0.6597186483290439,14.0,< 20 ans
2600,ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE LASALLE,"7272 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,LASALLE,2010.0,344.76,344.76,309.2,1.0,0.0,,,0.5,0.5,37.56545408280928,Low,0.3,0.4231291249231943,0.3307822812307986,0.5,0.6,0.1,0,0.855303744578476,14.0,< 20 ans
2602,GUÉRITE ÉCO-CENTRE ST-MICHEL,"2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,VILLERAY/ST-MICHEL/PARC-EXTENS,,6.32,0.0,4.14,1.0,,,,0.5,0.5,47.82002872771173,Medium,0.7,0.5,0.45,0.5,0.5,0.1,0,0.0,,
