buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,priority_score,priority_level,score_age_risk,score_size_impact,score_energy_risk,score_climate_risk,score_social_vulnerability,score_floor_count_norm,score_has_basement,estimated_ges_reduction,building_age,age_category
1,HÔTEL DE VILLE DE MONTRÉAL,"275 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,VILLE-MARIE,1878.0,23379.29,3612.19,20009.0,5.0,2.0,6.0,,0.5,0.5,67.70534035812582,High,1.0,0.5929817999320617,0.5982454499830154,0.5,0.5,0.5,1,54.02440579935372,146.0,> 100 ans
2,EDIFICE GOSFORD COUR MUNICIPALE,"775 Rue  Gosford , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,VILLE-MARIE,1913.0,25394.6,2969.31,22394.3,8.0,2.0,12.0,,0.5,0.5,72.68090332614238,High,1.0,0.5788002962253528,0.6447000740563382,0.5,0.5,0.8,1,47.857859422405646,111.0,> 100 ans
5,MARCHE BONSECOURS,"330 Rue  Saint-Paul E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Local commercial,VILLE-MARIE,1847.0,16221.22,3163.23,11278.82,4.0,3.0,2.0,,0.5,0.5,67.14853410921975,High,1.0,0.5833780072929191,0.5958445018232298,0.5,0.5,0.4,1,47.11983008755738,177.0,> 100 ans
6,VESPASIENNE,"3425 Avenue  Émile-Duployé , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Abri fermé,PLATEAU MONT-ROYAL,1931.0,147.55,73.99,116.97,1.0,1.0,0.0,,0.5,0.5,45.6458956637282,Medium,1.0,0.31250055893334017,0.47812513973333504,0.5,0.5,0.1,1,0.8844119772217365,93.0,60-100 ans
12,ÉDIFICE LUCIEN-SAULNIER,"155 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,VILLE-MARIE,1857.0,14218.37,2922.54,12593.18,6.0,1.0,4.0,,0.5,0.5,72.61429909947759,High,1.0,0.5776515067082882,0.644412876677072,0.5,0.5,0.6000000000000001,1,47.08306021509525,167.0,> 100 ans
13,VESPASIENNE (EX) PLACE D'ARMES,"504 Place d' Armes , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,VILLE-MARIE,1981.0,9.0,,9.0,,1.0,0.0,,0.5,0.5,36.86867673229321,Low,0.6,0.5,0.35555555555555557,0.5,0.5,0.1,1,0.047999999999999994,43.0,40-60 ans
18,PAVILLON DES BAIGNEURS DON-BOSCO,"12600 Avenue  Rita-Levi-Montalcini , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,R-D-P / P-A-T,1974.0,782.6,391.7,729.39,1.0,1.0,0.0,,0.5,0.5,46.79634370394848,Medium,0.8,0.4323434835450697,0.45808587088626745,0.5,0.5,0.1,1,3.588644712523019,50.0,40-60 ans
19,THÉÂTRE EMPRESS (CINÉMA V),"5550 Rue  Sherbrooke O, Montréal",PROPRIÉTAIRE,Bâtiment vacant,Culturel,Théâtre,COTE-DES-NEIGES / N-D-DE-GRACE,1928.0,5852.89,1.0,2909.02,1.0,,,,0.5,0.5,30.436657774755872,Low,1.0,0.050171665943996864,0.4125429164859992,0.5,0.5,0.1,0,0.01031357291214998,96.0,60-100 ans
21,MUSÉE POINTE-À-CALLIÈRE-MAISON DOUANE,"150 Rue  Saint-Paul O, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Lieu d'exposition,VILLE-MARIE,1838.0,1771.01,434.6,1490.74,2.0,2.0,,,0.5,0.5,53.02921199185772,Medium,1.0,0.43984797851395624,0.509961994628489,0.5,0.5,0.2,1,5.540737071638533,186.0,> 100 ans
23,CHALET DU PARC ST-GABRIEL (PATAUG.),"2355 Rue  Mullins , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1976.0,176.8,131.78,153.46,1.0,1.0,0.0,,0.5,0.5,48.04355868311811,Medium,0.6,0.3538554440518169,0.3884638610129542,0.5,0.7,0.1,1,0.7678765140643067,48.0,40-60 ans
24,CENTRE COMMUNAUTAIRE OGILVY,"821 Avenue  Ogilvy , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VILLERAY/ST-MICHEL/PARC-EXTENS,1910.0,544.36,268.84,392.0,1.0,1.0,0.0,,0.5,0.5,65.5139316167853,High,1.0,0.40518438803019086,0.6262960970075477,0.5,0.5,0.1,1,4.209336067987728,114.0,> 100 ans
25,ÉDIFICE DU 200 BELLECHASSE,"200 Rue de Bellechasse , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1929.0,16057.41,10096.31,15577.4,3.0,1.0,2.0,,0.5,0.5,86.51249870262052,Critical,1.0,0.6673676149743658,0.7418419037435915,0.5,0.5,0.30000000000000004,1,187.2466457796365,95.0,60-100 ans
28,CHALET DU PARC JEAN-AMYOT (PATAUG.),"6110 Rue de Marseille , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,MERCIER/HOCHELAGA/ MAISONNEUVE,1976.0,916.81,324.42,823.0,2.0,1.0,0.0,,0.5,0.5,54.70434724901219,Medium,0.6,0.41874070679032616,0.5296851766975815,0.5,0.5,0.2,1,2.577606975363441,48.0,40-60 ans
29,CHALET DU PARC DE NORMANVILLE,"7470 Rue  De Normanville , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Centre communautaire et loisir,VILLERAY/ST-MICHEL/PARC-EXTENS,1976.0,920.86,324.42,820.1,2.0,1.0,0.0,,0.5,0.5,54.70434724901219,Medium,0.6,0.41874070679032616,0.5296851766975815,0.5,0.5,0.2,1,2.577606975363441,48.0,40-60 ans
30,CHALET DU PARC VINET,"550 Rue  Vinet , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1976.0,908.94,321.8,811.3,2.0,1.0,0.0,,0.5,0.5,51.771536068742535,Medium,0.6,0.41815558767500544,0.4045388969187514,0.5,0.7,0.2,1,1.952709255426813,48.0,40-60 ans
31,CHALET DUQUESNE,"5005 Rue  Du Quesne , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,MERCIER/HOCHELAGA/ MAISONNEUVE,1958.0,376.88,225.25,322.1,2.0,1.0,0.0,,0.5,0.5,58.976769347479575,Medium,0.8,0.39243143131287345,0.5731078578282184,0.5,0.5,0.2,1,2.581850899516124,66.0,60-100 ans
32,CASERNE NO 14,"8216 Boulevard  Maurice-Duplessis , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,R-D-P / P-A-T,2004.0,1251.52,0.0,1148.12,2.0,,,,0.5,0.5,50.71891602061666,Medium,0.3,0.5,0.47500000000000003,0.5,0.5,0.2,0,0.0,20.0,< 20 ans
33,GUERITE D'ENTRÉE DU C.S.M. DICKSON,"2060 Rue  Dickson , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,MERCIER/HOCHELAGA/ MAISONNEUVE,1982.0,3.48,3.48,2.6,1.0,0.0,0.0,,0.5,0.5,22.225540368849693,Low,0.6,0.10854633566635734,0.32713658391658934,0.5,0.5,0.1,0,0.01707652968044596,42.0,40-60 ans
34,STATION DE POMPAGE LAVIGNE (ÉGOUTS),"4799 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),AHUNTSIC / CARTIERVILLE,1959.0,160.61,69.83,133.3,1.0,3.0,0.0,,0.5,0.5,39.608613929443976,Low,0.8,0.30836954029973157,0.4270923850749329,0.5,0.5,0.1,1,0.5964772249956514,65.0,60-100 ans
35,STATION DE POMPAGE BEAUSÉJOUR (ÉGOUTS),"7455 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),AHUNTSIC / CARTIERVILLE,1958.0,156.66,22.38,118.2,1.0,6.0,0.0,,0.5,0.5,34.957129580901125,Low,0.8,0.22814075113763688,0.4070351877844093,0.5,0.5,0.1,1,0.1821889500523016,66.0,60-100 ans
36,CHALET FLEURY DU PARC DES HIRONDELLES,"2574 Rue  Fleury E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,AHUNTSIC / CARTIERVILLE,1956.0,450.96,156.44,406.56,2.0,1.0,0.0,,0.5,0.5,57.455109521470774,Medium,0.8,0.36618584684787775,0.5665464617119694,0.5,0.5,0.2,1,1.77261056940441,68.0,60-100 ans
37,CASERNE NO 49,"10 Rue  Chabanel O, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,AHUNTSIC / CARTIERVILLE,1954.0,1164.86,546.07,1058.13,2.0,1.0,0.0,,0.5,0.5,62.68207212131185,High,0.8,0.4563404832946652,0.5890851208236663,0.5,0.5,0.2,1,6.433634238563589,70.0,60-100 ans
38,CASERNE NO 35 & DSST,"10827 Rue  Lajeunesse , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,AHUNTSIC / CARTIERVILLE,1929.0,1581.12,598.57,1426.47,3.0,1.0,0.0,,0.5,0.5,74.66217796659635,High,1.0,0.46297331573706596,0.6907433289342665,0.5,0.5,0.30000000000000004,1,10.336455860004598,95.0,60-100 ans
39,CASERNE NO 43,"1945 Rue  Fleury E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,AHUNTSIC / CARTIERVILLE,1949.0,1224.89,401.78,835.47,2.0,1.0,0.0,,0.5,0.5,67.1949148932886,High,1.0,0.434177982928094,0.6335444957320235,0.5,0.5,0.2,1,6.363637687380309,75.0,60-100 ans
42,"ABRIS REMONTE-PENTE, PARC CABRINI","6380 Rue de Cadillac (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Abri fermé,MERCIER/HOCHELAGA/ MAISONNEUVE,,20.16,,17.5,1.0,0.0,0.0,,0.5,0.5,39.72979311830363,Low,0.7,0.5,0.38022981930679783,0.5,0.5,0.1,0,0.1341450802514383,,
43,CHALET DU PARC AHUNTSIC (PATAUG.),"10555 Rue  Lajeunesse , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1957.0,507.29,406.67,472.53,1.0,1.0,0.0,,0.5,0.5,46.953346010488104,Medium,0.8,0.4350514588934715,0.4587628647233679,0.5,0.5,0.1,1,3.7313018839410406,67.0,60-100 ans
44,LABORATOIRE COUR DE LOUVAIN,"999 Rue de Louvain E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Laboratoire,AHUNTSIC / CARTIERVILLE,1966.0,4062.66,1307.38,3932.5,2.0,1.0,1.0,,0.5,0.5,51.846910721323866,Medium,0.8,0.5194556494739896,0.47986391236849746,0.5,0.5,0.2,1,12.547289635046525,58.0,40-60 ans
45,PAVILLON DES BAIGNEURS GABRIEL-LALEMANT,"2350 Rue  Sauvé E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,AHUNTSIC / CARTIERVILLE,1962.0,356.88,282.98,325.4,1.0,0.0,0.0,,0.5,0.5,45.43605875282964,Medium,0.8,0.40888129247527294,0.45222032311881827,0.5,0.5,0.1,0,2.559386140723264,62.0,60-100 ans
46,CHALET DU PARC GABRIEL-LALEMANT,"2244 Rue  Sauvé E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1963.0,548.79,431.47,492.5,1.0,1.0,0.0,,0.5,0.5,47.20117413587823,Medium,0.8,0.43932599771387865,0.4598314994284697,0.5,0.5,0.1,1,3.9680699411680367,61.0,60-100 ans
47,"ABRI OUVERT, PARC LOUIS-HÉBERT","1535 Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,AHUNTSIC / CARTIERVILLE,1958.0,82.0,,82.0,,,0.0,,0.5,0.5,50.51971796487581,Medium,0.8,0.5,0.4732821162431153,0.5,0.5,0.1,0,0.7761826706387092,66.0,60-100 ans
48,CHALET DU PARC LEFEBVRE,"12225 Rue  Cousineau , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1961.0,79.57,79.57,67.4,1.0,0.0,0.0,,0.5,0.5,40.14931556470606,Medium,0.8,0.31769556060734144,0.4294238901518354,0.5,0.5,0.1,0,0.6833851787876309,63.0,60-100 ans
50,CHALET DU PARC NICOLAS-VIEL,"95 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1961.0,79.57,79.57,67.4,1.0,0.0,0.0,,0.5,0.5,40.14931556470606,Medium,0.8,0.31769556060734144,0.4294238901518354,0.5,0.5,0.1,0,0.6833851787876309,63.0,60-100 ans
51,CHALET DU PARC RAIMBAULT,"12377 Rue  Notre-Dame-des-Anges , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1958.0,169.62,190.48,157.67,1.0,1.0,0.0,,0.5,0.5,43.78210502366343,Medium,0.8,0.3803539031349852,0.44508847578374633,0.5,0.5,0.1,1,1.6956090573457598,66.0,60-100 ans
52,PAVILLON DES BAIGNEURS MARCELIN-WILSON,"1655 Rue  Dudemaine , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,AHUNTSIC / CARTIERVILLE,1962.0,341.97,341.97,307.9,1.0,0.0,0.0,,0.5,0.5,46.22811572320941,Medium,0.8,0.4225426889069028,0.45563567222672574,0.5,0.5,0.1,0,3.1162746166274684,62.0,60-100 ans
54,ENTREPÔT MAGASIN COUR MADISON.,"6333 Rue  Saint-Jacques , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,COTE-DES-NEIGES / N-D-DE-GRACE,1955.0,94.59,94.59,74.8,1.0,0.0,0.0,,0.5,0.5,40.86668482377672,Medium,0.8,0.3300687436011486,0.4325171859002872,0.5,0.5,0.1,0,0.8182360122861634,69.0,60-100 ans
55,CHALET DU PARC DES VÉTÉRANS (PATAUG.),"1655 Avenue  Papineau , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLE-MARIE,1955.0,253.01,257.66,224.28,1.0,0.0,0.0,,0.5,0.5,45.044143862927484,Medium,0.8,0.4021215455395886,0.4505303863848972,0.5,0.5,0.1,0,2.3216731871186527,69.0,60-100 ans
57,CASERNE NO 05 (EX-POSTE 33),"75 Rue  Ontario E, Montréal",COPROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLE-MARIE,1963.0,5707.11,1899.9,5281.96,2.0,1.0,0.0,,0.5,0.5,67.90892410188945,High,0.8,0.546493211780703,0.6116233029451756,0.5,0.5,0.2,1,23.24046226531079,61.0,60-100 ans
59,CHALET DU PARC TOUSSAINT-LOUVERTURE,"137 Boulevard de Maisonneuve E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLE-MARIE,1961.0,250.77,207.7,216.3,1.0,1.0,0.0,,0.5,0.5,44.14349026891264,Medium,0.8,0.3865870748442423,0.4466467687110606,0.5,0.5,0.1,1,1.8553706772257461,63.0,60-100 ans
62,CASERNE NO 13,"3250 Rue  Sainte-Catherine E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,MERCIER/HOCHELAGA/ MAISONNEUVE,1963.0,1471.33,567.27,1319.88,3.0,1.0,0.0,,0.5,0.5,68.63939981803989,High,0.8,0.45909245490992473,0.6397731137274811,0.5,0.5,0.30000000000000004,1,7.258481884483765,61.0,60-100 ans
63,"ABRI OUVERT, PARC HOCHELAGA","3338 Rue  La Fontaine , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,1932.0,83.0,83.0,83.0,1.0,0.0,0.0,,0.5,0.5,46.1220469119271,Medium,1.0,0.3207132143436469,0.48017830358591174,0.5,0.5,0.1,0,0.9963699799407668,92.0,60-100 ans
64,ARÉNA HOWIE-MORENZ,"8650 Avenue  Querbes , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,VILLERAY/ST-MICHEL/PARC-EXTENS,1979.0,3772.41,884.94,3666.53,1.0,1.0,0.0,,0.5,0.5,58.90734797880771,Medium,0.6,0.49123405173827295,0.5478085129345682,0.5,0.5,0.1,1,7.271664981544753,45.0,40-60 ans
65,CENTRE CALIXA-LAVALLÉE,"3819 Avenue  Calixa-Lavallée , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PLATEAU MONT-ROYAL,1932.0,1786.27,549.99,1534.2,2.0,1.0,1.0,,0.5,0.5,68.509809771222,High,1.0,0.4568572861412899,0.6392143215353224,0.5,0.5,0.2,1,8.789037117530299,92.0,60-100 ans
66,THÉÂTRE DE VERDURE,"4020 Avenue du Parc-La Fontaine , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Théâtre,PLATEAU MONT-ROYAL,1954.0,181.2,181.2,122.3,1.0,0.0,0.0,,0.5,0.5,43.57362626634827,Medium,0.8,0.37675806210616325,0.44418951552654085,0.5,0.5,0.1,0,1.6097428042681838,70.0,60-100 ans
68,CHALET-RESTAURANT,"3933 Avenue du Parc-La Fontaine , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,PLATEAU MONT-ROYAL,1952.0,2642.51,787.66,2318.49,3.0,2.0,1.0,,0.5,0.5,55.52034125068454,Medium,0.8,0.4828149690713998,0.52070374226785,0.5,0.5,0.30000000000000004,1,8.202750192693895,72.0,60-100 ans
70,PAVILLON DES BAIGNEURS PISC.MAISONNEUVE,"4350 Rue de Rouen , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,MERCIER/HOCHELAGA/ MAISONNEUVE,2001.0,255.8,,233.4,1.0,,,,0.5,0.5,33.37195039619489,Low,0.3,0.5,0.32539979247486733,0.5,0.5,0.1,0,0.624279501863033,23.0,20-40 ans
72,GUICHET DU TENNIS,"3500 Avenue  Émile-Duployé , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Kiosque,PLATEAU MONT-ROYAL,1960.0,9.23,,7.3,,,0.0,,0.5,0.5,44.66266140021199,Medium,0.8,0.5,0.4227708685395644,0.5,0.5,0.1,0,0.07804350233240359,64.0,60-100 ans
73,CHALET DU PARC PIERRE-BÉDARD (PATAUG.),"5855 Rue  Turenne , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,MERCIER/HOCHELAGA/ MAISONNEUVE,1966.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,42.137574548604675,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.5,0.1,0,1.124776967567597,58.0,40-60 ans
74,"ENTREPÔT, JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1979.0,385.12,,366.86,1.0,0.0,0.0,,0.5,0.5,42.92439896786382,Medium,0.6,0.5,0.4077800957299196,0.5,0.5,0.1,0,2.355664057012599,45.0,40-60 ans
75,PAVILLON DES BAIGNEURS,"1450 Rue  Rachel E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,PLATEAU MONT-ROYAL,1962.0,134.77,134.77,117.1,1.0,0.0,0.0,,0.5,0.5,42.339236045784446,Medium,0.8,0.35546730300033325,0.43886682575008334,0.5,0.5,0.1,0,1.1829216421267748,62.0,60-100 ans
76,CHALET DU PARC DE LA LOUISIANE,"4644 Rue  Beaubien E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1966.0,294.05,194.28,264.82,1.0,1.0,0.0,,0.5,0.5,43.86457206302549,Medium,0.8,0.381776294401522,0.4454440736003805,0.5,0.5,0.1,1,1.7308174923816388,58.0,40-60 ans
77,CASERNE NO 30 ET MUSÉE DES POMPIERS AUX.,"5 Avenue  Laurier O, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,PLATEAU MONT-ROYAL,1905.0,2192.26,619.05,1767.5,3.0,1.0,0.0,,0.5,0.5,74.80312976539705,High,1.0,0.465404451972437,0.6913511129931093,0.5,0.5,0.30000000000000004,1,10.699522662459607,119.0,> 100 ans
79,CASERNE NO 26,"2151 Avenue du Mont-Royal E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,PLATEAU MONT-ROYAL,1901.0,1346.26,449.36,1201.08,3.0,1.0,0.0,,0.5,0.5,73.46126477940402,High,1.0,0.4422599684101179,0.6855649921025295,0.5,0.5,0.30000000000000004,1,7.701637121279816,123.0,> 100 ans
80,CHALET DU PARC DE LOUISBOURG,"5455 Rue de Louisbourg , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1966.0,291.99,191.3,259.75,1.0,1.0,0.0,,0.5,0.5,43.80003817269082,Medium,0.8,0.3806632140397466,0.4451658035099367,0.5,0.5,0.1,1,1.703204364229018,58.0,40-60 ans
81,CHALET DU PARC COFFEE,"7330 Rue  Coffee , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1966.0,117.6,117.6,98.0,1.0,0.0,0.0,,0.5,0.5,41.77183558967624,Medium,0.8,0.3456807815047073,0.4364201953761769,0.5,0.5,0.1,0,1.026460299524768,58.0,40-60 ans
82,CHALET DU PARC BALDWIN,"4355 Rue  Fullum , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,PLATEAU MONT-ROYAL,1964.0,392.38,333.7,333.7,1.0,1.0,0.0,,0.5,0.5,46.12568430328008,Medium,0.8,0.42077595205962953,0.4551939880149074,0.5,0.5,0.1,1,3.037964676011492,60.0,40-60 ans
83,CHALET DU PARC SAINT-PIERRE-CLAVER,"2335 Rue  Gilford , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Chalet,PLATEAU MONT-ROYAL,1951.0,156.85,156.85,140.8,1.0,0.0,0.0,,0.5,0.5,42.97158741728103,Medium,0.8,0.366374097704706,0.44159352442617655,0.5,0.5,0.1,0,1.3852788861249161,73.0,60-100 ans
84,CCSE MAISONNEUVE,"4375 Rue  Ontario E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,MERCIER/HOCHELAGA/ MAISONNEUVE,1914.0,3437.88,1368.13,3198.2,3.0,1.0,1.0,,0.5,0.5,78.12736088499497,High,1.0,0.5227407811173138,0.7056851952793284,0.5,0.5,0.30000000000000004,1,24.136727155437686,110.0,> 100 ans
85,CHALET DU PARC JEAN-BRILLANT (PATAUG.),"5252 Avenue  Decelles , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,COTE-DES-NEIGES / N-D-DE-GRACE,1966.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,42.137574548604675,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.5,0.1,0,1.124776967567597,58.0,40-60 ans
86,PAVILLON NELSON-MANDELA,"4920 Rue  Vézina , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1966.0,319.58,319.58,288.68,1.0,0.0,0.0,,0.5,0.5,45.944800618246006,Medium,0.8,0.4176560707610916,0.45441401769027295,0.5,0.5,0.1,0,2.9044326354691483,58.0,40-60 ans
87,CENTRE SPORTIF PIERRE-CHARBONNEAU,"2980 Rue  Viau , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Gymnase,MERCIER/HOCHELAGA/ MAISONNEUVE,1958.0,18790.58,7187.78,15068.9,5.0,2.0,3.0,,0.5,0.5,64.79451345099943,High,0.8,0.642775865499034,0.5606939663747585,0.5,0.5,0.5,1,80.60289755258323,66.0,60-100 ans
88,ÉDIFICE MARIE-VICTORIN,"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,ROSEMONT / PETITE-PATRIE,1938.0,14293.88,,12910.3,3.0,1.0,4.0,,0.5,0.5,67.89569538052424,High,1.0,0.5,0.6231325214156151,0.5,0.5,0.30000000000000004,1,222.6745371303058,86.0,60-100 ans
89,"SERRES D'EXPO. & SERV., JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Serre de service et production,ROSEMONT / PETITE-PATRIE,1957.0,12550.72,,12154.23,1.0,1.0,0.0,,0.5,0.5,56.0272774682453,Medium,0.8,0.5,0.520779301774003,0.5,0.5,0.1,1,130.72310396722028,67.0,60-100 ans
90,CHALET DU PARC WILLIAM-BOWIE,"4955 Avenue  Trenholme , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1966.0,131.55,131.55,113.54,1.0,0.0,0.0,,0.5,0.5,42.23850854494782,Medium,0.8,0.3537299553448521,0.43843248883621305,0.5,0.5,0.1,0,1.1535158781280765,58.0,40-60 ans
91,"CHAUFFERIE & ATELIER, JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chaufferie,ROSEMONT / PETITE-PATRIE,1939.0,2309.16,,2122.8,1.0,1.0,0.0,,0.5,0.5,58.273619517218236,Medium,1.0,0.5,0.5401517524938959,0.5,0.5,0.1,1,31.182420519720115,85.0,60-100 ans
92,"RESTAURANT, JARDIN BOTANIQUE","4455 Boulevard  Pie-IX , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Restaurant,ROSEMONT / PETITE-PATRIE,1956.0,688.04,341.69,613.71,1.0,1.0,0.0,,0.5,0.5,46.22468825351126,Medium,0.8,0.4224835719190407,0.4556208929797602,0.5,0.5,0.1,1,3.1136220584450855,68.0,60-100 ans
95,COMPLEXE SPORTIF CLAUDE-ROBILLARD,"1000 Avenue  Émile-Journault E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,AHUNTSIC / CARTIERVILLE,1976.0,49577.0,20707.7,46742.9,4.0,2.0,6.0,,0.5,0.5,63.43684513314162,High,0.6,0.7193588061124764,0.5298397015281191,0.5,0.5,0.4,1,164.57642381000744,48.0,40-60 ans
96,CHALET DU PARC CHAMPÊTRE,"411 Avenue  Letourneux , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1914.0,394.7,394.7,394.7,1.0,1.0,0.0,,0.5,0.5,52.626055804506706,Medium,1.0,0.43289434171100466,0.5082235854277511,0.5,0.5,0.1,1,5.014896229208334,110.0,> 100 ans
97,BÂTIMENT DE SERVICE,"4601 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,ROSEMONT / PETITE-PATRIE,1953.0,438.52,438.52,408.5,1.0,0.0,0.0,,0.5,0.5,47.26903376134953,Medium,0.8,0.4404964403460811,0.4601241100865203,0.5,0.5,0.1,0,4.035472495102818,71.0,60-100 ans
